r_rf,r_tree
0.631578947368421,0.7894736842105263
0.6176470588235294,0.7205882352941176
0.5,0.6153846153846154
0.5892857142857143,0.875
0.640625,0.8125
0.4067796610169492,0.6610169491525424
0.6842105263157895,0.9122807017543859
0.4909090909090909,0.7454545454545455
0.6111111111111112,0.6851851851851852
0.4722222222222222,0.7083333333333334
